name,salary_from,salary_to,salary_currency,area_name,published_at
Hardware QA / Тестировщик HW,,,,Москва,2022-12-14T14:55:50+0300
PHP-разработчик,,,,Екатеринбург,2022-12-14T15:35:00+0300
Intern Forensic,,,,Ташкент,2022-12-14T14:20:19+0300
Консультант 1С:ЗУП,,,,Казань,2022-12-14T15:55:13+0300
Токарь (Казань),93000,115000,RUR,Азнакаево,2022-12-14T13:54:02+0300
Менеджер отдела главного механика,60000,,RUR,Красноармейск (Саратовская область),2022-12-14T18:48:42+0300
VoIP инженер/системный администратор,,160000,RUR,Москва,2022-12-14T17:48:28+0300
Фрезеровщик,105000,,RUR,Нижний Новгород,2022-12-14T14:15:39+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Муром,2022-12-14T13:10:02+0300
Backend C# developer,,,,Уфа,2022-12-14T12:31:25+0300
Токарь (Казань),92000,120000,RUR,Воткинск,2022-12-14T13:10:00+0300
Программист микроконтроллеров,,,,Курск,2022-12-14T14:31:50+0300
Токарь (Казань),93000,115000,RUR,Ульяновск,2022-12-14T13:54:02+0300
Инженер-технолог-программист станков с ЧПУ (токарно-фрезерная обработка металла),80000,150000,RUR,Нижний Новгород,2022-12-14T18:51:17+0300
Программист 1С,,,,Минск,2022-12-14T13:45:58+0300
Токарь (Казань),93000,115000,RUR,Кумертау,2022-12-14T13:54:02+0300
Руководитель IT-проекта (Сервисный портал),,,,Москва,2022-12-14T16:23:29+0300
Специалист по технической поддержке пользователей,,,,Буй,2022-12-14T17:12:14+0300
"Программист С# (middle, senior)",150000,,RUR,Санкт-Петербург,2022-12-14T12:48:18+0300
Заместитель главного инженера,70000,,RUR,Воронеж,2022-12-14T13:03:27+0300
Техник по обслуживанию слаботочных систем,75000,,RUR,Москва,2022-12-14T12:53:11+0300
Токарь (Казань),93000,115000,RUR,Учалы,2022-12-14T13:54:02+0300
Руководитель продукта (Данные),150000,200000,RUR,Москва,2022-12-14T16:32:00+0300
Эксперт группы разработки,,,,Москва,2022-12-14T14:00:11+0300
Руководитель проектов по внедрению MES систем,,,,Москва,2022-12-14T12:31:40+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Ростов (Ярославская область),2022-12-14T13:09:58+0300
Наладчик автоматических линий по производству изделий из пластмасс,65000,120000,RUR,Щербинка,2022-12-14T15:54:04+0300
CRM менеджер,,,,Москва,2022-12-14T18:13:41+0300
Токарь,100000,,RUR,Тамбов,2022-12-14T15:59:57+0300
Java lead - разработчик,,,,Москва,2022-12-14T18:41:41+0300
Механик по ремонту холодильного оборудования,80000,,RUR,Одинцово,2022-12-14T17:21:40+0300
Data scientist (middle+) / Руководитель отдела аналитики,200000,300000,RUR,Москва,2022-12-14T17:25:24+0300
Инженер-программист,,,,Санкт-Петербург,2022-12-14T19:15:08+0300
Токарь (Казань),93000,115000,RUR,Сатка,2022-12-14T13:54:02+0300
Android разработчик,,,,Нижний Новгород,2022-12-14T16:21:04+0300
Ведущий программист 1С,172000,,RUR,Краснодар,2022-12-14T16:24:43+0300
Токарь-карусельщик,150000,,RUR,Тюмень,2022-12-14T13:40:23+0300
Токарь (Казань),95000,,RUR,Саратов,2022-12-14T12:05:47+0300
Ведущий специалист по проектам (Животноводство),100000,100000,RUR,Казань,2022-12-14T13:14:36+0300
Архитектор 1С,,,,Новосибирск,2022-12-14T14:00:50+0300
Golang Developer,,,,Москва,2022-12-14T17:06:38+0300
Ведущий системный администратор,44000,44000,RUR,Еманжелинск,2022-12-14T12:53:43+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-14T13:44:12+0300
Шлифовщик,72000,84000,RUR,Истра,2022-12-14T21:48:03+0300
IT Бизнес-аналитик (BI),,,,Москва,2022-12-14T12:32:11+0300
Senior DevOps Engineer,250000,350000,RUR,Санкт-Петербург,2022-12-14T12:33:47+0300
Инженер-схемотехник (Зеленоград),100000,,RUR,Москва,2022-12-14T14:19:05+0300
Руководитель проектов (дирекция информационных технологий),,,,Санкт-Петербург,2022-12-14T17:35:22+0300
Токарь (Казань),95000,,RUR,Альметьевск,2022-12-14T12:05:47+0300
Токарь (Казань),95000,,RUR,Соликамск,2022-12-14T12:05:47+0300
.NET developer,,,,Королев,2022-12-14T12:20:03+0300
Бизнес-аналитик,,,,Ростов-на-Дону,2022-12-14T18:44:45+0300
Backend разработчик .Net,,,,Москва,2022-12-14T12:50:41+0300
Начальник управления развития ит-процессов и контроля рисков,,,,Москва,2022-12-14T14:43:45+0300
Инженер по автоматизации тестирования,,,,Москва,2022-12-14T15:09:16+0300
Токарь (механический цех ДСЕ),75000,120000,RUR,Санкт-Петербург,2022-12-14T13:40:48+0300
Инженер-программист (ПЛИС),77000,97000,RUR,Москва,2022-12-14T12:18:34+0300
Токарь-карусельщик,150000,,RUR,Ижевск,2022-12-14T13:40:23+0300
Разработчик на 1С Битрикс,,,,Москва,2022-12-14T16:07:09+0300
Системный администратор,1200,,BYR,Минск,2022-12-14T15:03:52+0300
Фрезеровщик,60000,80000,RUR,Курган,2022-12-14T14:12:50+0300
Разработчик БД PostgreSQL,,,,Москва,2022-12-14T14:28:06+0300
Data Engineer DWH,,,,Москва,2022-12-14T17:34:31+0300
Токарь,45000,66000,RUR,Великий Новгород,2022-12-14T13:45:01+0300
Дежурный системный администратор,,,,Москва,2022-12-14T15:37:06+0300
Аквагример на новогодние ёлки Вегас,30000,,RUR,Красногорск,2022-12-14T18:33:23+0300
Начальник автопарка,,,,Железногорск (Курская область),2022-12-14T14:22:37+0300
Системный администратор Linux,,,,Екатеринбург,2022-12-14T17:16:49+0300
Токарь,40000,,RUR,Воронеж,2022-12-14T16:35:56+0300
Токарь-фрезеровщик,60000,70000,RUR,Камские Поляны,2022-12-14T13:35:24+0300
Ведущий аналитик НСИ,,,,Москва,2022-12-14T16:04:22+0300
PHP-developer / PHP-программист,,,,Санкт-Петербург,2022-12-14T15:27:37+0300
Финансовый аналитик,,,,Москва,2022-12-14T12:38:43+0300
Токарь-карусельщик,150000,,RUR,Верхняя Пышма,2022-12-14T13:40:23+0300
"Старший разработчик Java, Поисковый рантайм",,,,Москва,2022-12-14T16:18:23+0300
Токарь-фрезеровщик,60000,70000,RUR,Мамадыш,2022-12-14T13:35:24+0300
Токарь-фрезеровщик,60000,70000,RUR,Агрыз,2022-12-14T13:35:24+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Новомосковск (Тульская область),2022-12-14T13:10:01+0300
Аналитик по расследованию компьютерных инцидентов,,,,Омск,2022-12-14T13:52:09+0300
Lead Frontend / React developer,,,,Москва,2022-12-14T13:05:44+0300
Web-дизайнер,,,,Москва,2022-12-14T18:10:20+0300
Senior UI/UX Designer,,,,Ташкент,2022-12-14T15:29:42+0300
Токарь (Казань),93000,115000,RUR,Магнитогорск,2022-12-14T13:54:02+0300
Инженер по обслуживанию банкоматов,,,,Великий Новгород,2022-12-14T16:41:47+0300
Менеджер отдела главного механика,60000,,RUR,Дергачи (Саратовская область),2022-12-14T18:48:42+0300
Специалист по технической поддержке пользователей,,,,Сортавала,2022-12-14T17:14:06+0300
Токарь (Казань),93000,115000,RUR,Уфа,2022-12-14T13:54:02+0300
"Маркетолог-аналитик (логистика, мультимодальные перевозки)",,,,Санкт-Петербург,2022-12-14T17:36:01+0300
"Специалист на сопровождение ЦАБС ""Банк 21 век"" (Инверсия)",,,,Хабаровск,2022-12-14T12:08:04+0300
.NET developer,,,,Мытищи,2022-12-14T12:20:03+0300
Токарь-карусельщик,150000,,RUR,Новоуральск,2022-12-14T13:40:23+0300
Токарь,100000,,RUR,Липецк,2022-12-14T15:59:57+0300
Программист-инсталлятор,,,,Ярославль,2022-12-14T15:39:47+0300
Шлифовщик,72000,84000,RUR,Тверь,2022-12-14T21:48:03+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Вязники,2022-12-14T13:10:00+0300
Руководитель проекта,,,,Ярославль,2022-12-14T15:39:18+0300
С++ разработчик в группу качества коммерческих сценариев,,,,Екатеринбург,2022-12-14T15:52:34+0300
Ведущий методолог,,,,Москва,2022-12-14T16:34:39+0300
Оператор станков с ЧПУ,112000,,RUR,Кемерово,2022-12-14T15:12:45+0300
Ведущий инженер DevOps,,,,Москва,2022-12-14T12:05:50+0300
Токарь (Казань),95000,,RUR,Ишимбай,2022-12-14T12:05:47+0300
Токарь (Казань),93000,115000,RUR,Озерск (Челябинская область),2022-12-14T13:54:02+0300
Старший консультант по внедрению MES систем,,,,Москва,2022-12-14T19:53:21+0300
Начинающий специалист RS-Bank,,,,Москва,2022-12-14T17:38:40+0300
Разработчик на 1С:Предприятие.Элемент,,,,Москва,2022-12-14T14:09:39+0300
Администратор БД / DBA,,,,Санкт-Петербург,2022-12-14T12:59:58+0300
1С программист,,,,Уфа,2022-12-14T17:09:24+0300
Токарь (Казань),93000,115000,RUR,Набережные Челны,2022-12-14T13:54:02+0300
Токарь (Казань),93000,115000,RUR,Пермь,2022-12-14T13:54:02+0300
Техник по эксплуатации,,40000,RUR,Смоленская,2022-12-14T14:43:34+0300
Программист 1C,150000,300000,RUR,Омск,2022-12-14T15:01:24+0300
Архитектор / разработчик 1С,,,,Москва,2022-12-14T14:09:38+0300
Фрезеровщик,110000,,RUR,Кемерово,2022-12-14T15:24:39+0300
Токарь (5 разряд),84000,,RUR,Санкт-Петербург,2022-12-14T16:43:43+0300
Начинающий специалист в недвижимости,150000,400000,RUR,Сириус,2022-12-14T17:46:00+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Коломна,2022-12-14T13:10:02+0300
Оператор станков с ПУ,40000,,RUR,Светлый,2022-12-14T22:55:36+0300
Инженер технической поддержки,31000,,RUR,Челябинск,2022-12-14T14:10:15+0300
Инженер-программист,,,,Новосибирск,2022-12-14T13:08:29+0300
Токарь (Казань),93000,115000,RUR,Бирск,2022-12-14T13:54:02+0300
Бизнес-аналитик,,,,Воронеж,2022-12-14T18:43:38+0300
Наладчик технологического оборудования,65000,,RUR,Дорохово (Московская область),2022-12-14T13:01:05+0300
Специалист по телекоммуникациям и связи,,,,Мончегорск,2022-12-14T14:28:45+0300
Разработчик С++,,,,Москва,2022-12-14T16:09:58+0300
Ведущий эксперт проектировщик сетевой инфраструктуры,,,,Москва,2022-12-14T16:17:57+0300
Специалист технической поддержки,,,,Москва,2022-12-14T23:52:26+0300
Наладчик / оператор станков с ПУ,60000,,RUR,Омск,2022-12-14T13:09:05+0300
Ведущий специалист по защите информации,18000,40000,RUR,Кострома,2022-12-14T14:49:10+0300
Инженер технической поддержки (г Одинцово),,,,Москва,2022-12-14T14:31:10+0300
"Корпоративный архитектор по направлению ""Информационные технологии""",,,,Москва,2022-12-14T17:00:28+0300
Токарь (Казань),95000,,RUR,Казань,2022-12-14T12:05:47+0300
Токарь-карусельщик,150000,,RUR,Первоуральск,2022-12-14T13:40:23+0300
Оператор наладчик токарного-фрезерного станка с ЧПУ,80000,110000,RUR,Казань,2022-12-14T18:51:17+0300
Аналитик CRM,,,,Москва,2022-12-14T18:44:52+0300
Ведущий системный администратор (Linux),,,,Самара,2022-12-14T12:20:56+0300
"Программист (C, Linux)",200000,260000,RUR,Москва,2022-12-14T14:12:26+0300
"Старший разработчик C#, Поиск",,,,Москва,2022-12-14T16:18:23+0300
Python developer,,,,Москва,2022-12-14T17:46:04+0300
Наладчик оборудования в производстве пищевой продукции,,,,Симферополь,2022-12-14T13:11:35+0300
Ведущий программист 1C (1С:Розница),,200000,RUR,Москва,2022-12-14T14:25:39+0300
Токарь (Казань),95000,,RUR,Пенза,2022-12-14T12:05:47+0300
Токарь (Казань),95000,,RUR,Екатеринбург,2022-12-14T12:05:47+0300
Специалист-консультант по сопровождению 1С,26000,,RUR,Новочеркасск,2022-12-14T13:23:37+0300
Разработчик баз данных,,,,Москва,2022-12-14T18:10:35+0300
Директор IT-отдела / технический руководитель / старший системный администратор,70000,90000,RUR,Мытищи,2022-12-14T14:46:50+0300
Инженер по ремонту и обслуживанию нефтепромыслового оборудования,,,,Омск,2022-12-14T16:42:59+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Кузнецк,2022-12-14T13:10:01+0300
"Ведущий специалист по проектам (Телематика, Wialon)",100000,100000,RUR,Казань,2022-12-14T13:21:00+0300
Руководитель отдела информационной безопасности / Ведущий специалист по информационной безопасности,,,,Москва,2022-12-14T15:10:00+0300
Web-дизайнер,,,,Санкт-Петербург,2022-12-14T18:10:20+0300
Инженер по техническому обслуживанию и ремонту пожарной автоматики,51000,,RUR,Свердловский,2022-12-14T16:40:08+0300
"Преподаватель детского курса ""Графический дизайн"" GeekSchool",,,,Москва,2022-12-14T14:21:39+0300
Оператор станков с ЧПУ,114000,,RUR,Орел,2022-12-14T14:45:24+0300
Программист 1С,120000,140000,RUR,Пермь,2022-12-14T14:49:18+0300
Программист OpenText (проект по миграции),,,,Москва,2022-12-14T17:43:46+0300
Токарь (Казань),95000,,RUR,Киров (Кировская область),2022-12-14T12:05:47+0300
Ведущий разработчик ETL (Витрины РБ),,,,Москва,2022-12-14T17:47:39+0300
Наладчик станков с ЧПУ,45000,60000,RUR,Набережные Челны,2022-12-14T13:26:35+0300
Программист 1C,150000,300000,RUR,Санкт-Петербург,2022-12-14T14:59:11+0300
Automation QA Engineer,,,,Москва,2022-12-14T12:02:39+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Павлово,2022-12-14T13:10:00+0300
Старший инженер,,,,Москва,2022-12-14T12:42:23+0300
Наладчик станков с ЧПУ,,,,Москва,2022-12-14T18:07:21+0300
Инженер по нагрузочному тестированию,,,,Москва,2022-12-14T16:38:59+0300
SAP Project Manager,,,,Астана,2022-12-14T12:34:34+0300
"Middle/Senior (ASP.NET MVC, SQL, C#) developer",,,,Калуга,2022-12-14T15:42:30+0300
Специалист поддержки и развития рекламных технологий,,,,Москва,2022-12-14T12:28:57+0300
Наладчик технологического оборудования,40000,,RUR,Набережные Челны,2022-12-14T15:28:37+0300
Оператор станков с ПУ,,50000,RUR,Волжский (Волгоградская область),2022-12-14T12:43:32+0300
Механик цеха,70000,,RUR,Елабуга,2022-12-14T15:19:59+0300
Наладчик технологического оборудования,65000,85000,RUR,Подольск (Московская область),2022-12-14T15:53:26+0300
Бизнес-аналитик/специалист технической поддержки (1С),,120000,RUR,Санкт-Петербург,2022-12-14T12:07:22+0300
Продакт-менеджер,,,,Котельники,2022-12-14T12:57:20+0300
Менеджер проекта,500,1500,BYR,Могилев,2022-12-14T21:20:51+0300
Заместитель руководителя IT отдела,,,,Санкт-Петербург,2022-12-14T13:08:19+0300
PHP Developer,,,,Москва,2022-12-14T16:59:28+0300
Руководитель проекта (Бухгалтерия),,,,Москва,2022-12-14T15:56:23+0300
Старший инженер технической поддержки,,75000,RUR,Троицк (Московская область),2022-12-14T13:26:13+0300
Art Manager,,,,Санкт-Петербург,2022-12-14T17:00:27+0300
Motion & Graphic Designer (Social Media),,,,Москва,2022-12-14T15:34:54+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Энгельс,2022-12-14T13:10:01+0300
Токарь-фрезеровщик,120000,,RUR,Красноярск,2022-12-14T15:57:20+0300
Оператор станков с ЧПУ,60000,65000,RUR,Казань,2022-12-14T13:32:39+0300
Разработчик Битрикс 24,100000,,RUR,Тюмень,2022-12-14T13:54:37+0300
Руководитель проекта внедрения 1С ERP,250000,,RUR,Санкт-Петербург,2022-12-14T13:05:17+0300
Программист 1С,60000,,RUR,Уфа,2022-12-14T14:17:45+0300
"Инженер-механик, г. Нягань",,,,Омск,2022-12-14T15:10:07+0300
DevOps Engineer,,,,Пенза,2022-12-14T17:50:51+0300
Оператор станков с ПУ,114000,,RUR,Воронеж,2022-12-14T14:35:06+0300
Senior Java developer (middle+\senior),,,,Москва,2022-12-14T12:45:04+0300
Токарь (Казань),93000,115000,RUR,Салават,2022-12-14T13:54:02+0300
Бизнес-аналитик 1С + инвестиции,,,,Москва,2022-12-14T17:35:16+0300
Методолог клиентского сервиса (внедрение схем мотивации),,,,Москва,2022-12-14T18:44:53+0300
Cистемный администратор Linux\SRE,,,,Москва,2022-12-14T17:28:51+0300
Инженер электросвязи,27000,,RUR,Кудымкар,2022-12-14T17:13:53+0300
Системный аналитик (Контактный центр),,,,Москва,2022-12-14T17:21:28+0300
Тимлид | Руководитель группы разработки,100000,,RUR,Санкт-Петербург,2022-12-14T18:54:02+0300
Специалист по IT,30000,150000,RUR,Улан-Удэ,2022-12-14T12:42:34+0300
Ведущий специалист по технической поддержке,60000,,RUR,Санкт-Петербург,2022-12-14T14:16:51+0300
QA Engineer (senior),,,,Москва,2022-12-14T12:53:47+0300
Электромеханик,,33000,RUR,Пермь,2022-12-14T13:32:01+0300
Fullstack программист,,,,Екатеринбург,2022-12-14T14:11:32+0300
Монтажник радиоэлектронной аппаратуры и приборов,,,,Тюмень,2022-12-14T16:07:59+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Великий Новгород,2022-12-14T13:10:00+0300
Токарь (Казань),95000,,RUR,Белебей,2022-12-14T12:05:47+0300
Токарь (Казань),93000,115000,RUR,Сибай,2022-12-14T13:54:02+0300
C# developer,,200000,RUR,Москва,2022-12-14T21:12:55+0300
Middle Python Developer,,,,Санкт-Петербург,2022-12-14T14:45:14+0300
Методолог-аналитик по процессам расчета заработной платы,,,,Москва,2022-12-14T14:17:23+0300
Программист 1C 8,3000,,BYR,Минск,2022-12-14T15:34:46+0300
Технический директор (управление производством и эксплуатацией),,,,Канаш,2022-12-14T13:25:25+0300
Оператор станков с ЧПУ,60000,65000,RUR,Набережные Челны,2022-12-14T13:32:39+0300
Digital дизайнер по работе с маркетплейсами,,,,Москва,2022-12-14T15:31:03+0300
Специалист отдела администрирования,150000,150000,RUR,Москва,2022-12-14T12:31:09+0300
Токарь (Казань),95000,,RUR,Чайковский,2022-12-14T12:05:47+0300
Руководитель отдела бизнес-систем (системного анализа),,,,Москва,2022-12-14T12:08:59+0300
Токарь (Казань),93000,115000,RUR,Белебей,2022-12-14T13:54:02+0300
Токарь,100000,,RUR,Тула,2022-12-14T15:59:57+0300
Аналитик DWH (нормативы Н1),,,,Москва,2022-12-14T16:13:30+0300
Middle+ Инженер по тестированию (Backend),,,,Москва,2022-12-14T16:30:03+0300
Токарь-фрезеровщик,60000,70000,RUR,Набережные Челны,2022-12-14T13:35:24+0300
Оператор станков (токарный и фрезерный станки с ЧПУ).,,,,Саратов,2022-12-14T13:47:57+0300
Механик-наладчик производственного оборудования,,,,Кострома,2022-12-14T15:30:09+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Углич,2022-12-14T13:09:58+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Орел,2022-12-14T13:10:01+0300
Linux инженер на внедрения,100000,,RUR,Екатеринбург,2022-12-14T12:59:29+0300
Инженер-электронщик,,65000,RUR,Челябинск,2022-12-14T13:03:55+0300
Старший DevOps инженер,,,,Москва,2022-12-14T16:30:41+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Касимов,2022-12-14T13:10:00+0300
Фрезеровщик-универсал (5 разряд),90000,,RUR,Санкт-Петербург,2022-12-14T17:13:17+0300
Специалист по технической защите информации (ТЗИ),80000,,RUR,Москва,2022-12-14T17:54:45+0300
Консультант / программист 1С,160000,200000,RUR,Одинцово,2022-12-14T20:37:45+0300
.NET разработчик,,,,Воронеж,2022-12-14T14:12:30+0300
Разработчик БД (PostgreSQL) (удаленно),,,,Москва,2022-12-14T17:34:49+0300
Оператор-наладчик станков с ЧПУ (Ярославская область),110000,116000,RUR,Выкса,2022-12-14T13:10:00+0300
Токарь (Казань),95000,,RUR,Нефтекамск,2022-12-14T12:05:47+0300
Ведущий аналитик (Управление дистанционных продаж),,,,Москва,2022-12-14T16:40:22+0300
DATA инженер,200000,,RUR,Москва,2022-12-14T13:10:01+0300
Программист 1C,150000,300000,RUR,Москва,2022-12-14T14:58:21+0300
Devops Engineer,,,,Санкт-Петербург,2022-12-14T18:38:25+0300
Ведущий программист 1С,200000,,RUR,Москва,2022-12-14T17:56:52+0300
Токарь (Казань),92000,120000,RUR,Ижевск,2022-12-14T13:10:00+0300
Токарь-фрезеровщик,60000,70000,RUR,Менделеевск,2022-12-14T13:35:24+0300
Менеджер проектов по Due Diligence,,,,Москва,2022-12-14T17:21:10+0300
Токарь (Казань),95000,,RUR,Тольятти,2022-12-14T12:05:47+0300
Системный архитектор,,,,Москва,2022-12-14T14:26:41+0300
"Golang разработчик (ООО ""СОФТТЕЛЕМАТИКА"")",,,,Москва,2022-12-14T16:00:35+0300
DevOps Engineer,,,,Тбилиси,2022-12-14T18:16:27+0300
Инженер-наладчик КИПиА,70000,70000,RUR,Пушкин,2022-12-14T15:47:23+0300
Специалист по организации бизнес-процессов,60000,70000,RUR,Санкт-Петербург,2022-12-14T14:46:05+0300
Архитектор 1С,,,,Томск,2022-12-14T14:00:50+0300
Руководитель Центра компетенций (Разработка)/Fullstack teamlead (JAVA/React),,,,Москва,2022-12-14T14:48:15+0300
Токарь (Казань),93000,115000,RUR,Чебоксары,2022-12-14T13:54:02+0300
Наладчик КИПиА,30000,34000,RUR,Бузулук,2022-12-14T14:42:36+0300
Токарь-фрезеровщик,60000,70000,RUR,Казань,2022-12-14T13:35:24+0300
Наладчик технологического оборудования (ТПА Литье пластмасс под давлением),65000,,RUR,Дмитров,2022-12-14T15:06:01+0300
Наладчик технологического оборудования (ТПА Литье пластмасс под давлением),65000,,RUR,Дубна,2022-12-14T15:13:52+0300
Сервисный инженер,60000,,RUR,Санкт-Петербург,2022-12-14T12:48:37+0300
DATA инженер,200000,,RUR,Казань,2022-12-14T13:10:01+0300
Наладчик станков с ЧПУ,110000,132000,RUR,Елец,2022-12-14T13:10:01+0300
Токарь (крупногабаритные),123000,,RUR,Кемерово,2022-12-14T15:12:53+0300
Разработчик C++ (Дата акселератор),,,,Москва,2022-12-14T13:32:30+0300
Продакт-менеджер,,80000,RUR,Иваново (Ивановская область),2022-12-14T16:04:55+0300
Ведущий инженер-аналитик по сопровождению ПО,,,,Москва,2022-12-14T19:16:12+0300
Токарь (Казань),95000,,RUR,Йошкар-Ола,2022-12-14T12:05:47+0300
Токарь (Казань),93000,115000,RUR,Лениногорск,2022-12-14T13:54:02+0300
Системный администратор,45000,45000,RUR,Курск,2022-12-14T14:51:13+0300
Ведущий системный администратор,44000,44000,RUR,Южноуральск,2022-12-14T12:53:43+0300
Руководитель направления (монолитные работы),150000,180000,RUR,Воронеж,2022-12-14T14:16:41+0300
Архитектор по системам производственной автоматизации,,,,Москва,2022-12-14T16:50:13+0300
Разработчик С++,,,,Санкт-Петербург,2022-12-14T19:05:33+0300
Product manager,,,,Москва,2022-12-14T13:06:00+0300
Инженер по безопасности дорожного движения,100000,100000,RUR,Екатеринбург,2022-12-14T18:41:54+0300
Старший DevOps-инженер,,,,Санкт-Петербург,2022-12-14T15:45:33+0300
Аналитик SOC 2 линии,,,,Москва,2022-12-14T14:20:06+0300
Ведущий системный администратор (эксперт по инфраструктуре),,,,Санкт-Петербург,2022-12-14T15:25:08+0300
Ведущий инженер-схемотехник,,,,Москва,2022-12-14T18:36:36+0300
Оператор станков с ЧПУ,167000,,RUR,Новокузнецк,2022-12-14T15:13:15+0300
Аналитик SOC (SIEM),,,,Москва,2022-12-14T15:46:59+0300
Ведущий системный администратор КИС / Windows,,,,Москва,2022-12-14T14:57:05+0300
Product Manager,,,,Москва,2022-12-14T15:30:30+0300
Токарь (Казань),93000,115000,RUR,Чистополь,2022-12-14T13:54:02+0300
Системный аналитик (SberData),,,,Москва,2022-12-14T16:59:50+0300
Инженер отдела сервиса ИБ (Linux),,,,Москва,2022-12-14T20:53:20+0300
Рабочий по комплексному обслуживанию и ремонту зданий,55000,55000,RUR,Мытищи,2022-12-14T17:03:01+0300
Токарь (Казань),93000,115000,RUR,Нижнекамск,2022-12-14T13:54:02+0300
Токарь (Казань),93000,115000,RUR,Пенза,2022-12-14T13:54:02+0300
Транксрибер/расшифровщик записей на чеченском и башкирском языке,15000,70000,RUR,Уфа,2022-12-14T15:30:54+0300
Стажер-программист 1С,,,,Москва,2022-12-14T19:17:37+0300
Программист PL/SQL,,,,Новосибирск,2022-12-14T15:15:27+0300
Инженер-аналитик,,60000,RUR,Москва,2022-12-14T13:53:45+0300
Программист 1C,,,,Краснодар,2022-12-14T14:36:26+0300
Специалист по развитию бизнес процессов / бизнес аналитик,45000,,RUR,Ставрополь,2022-12-14T16:20:52+0300
Разработчик 1C,,,,Москва,2022-12-14T17:06:07+0300
Оператор-наладчик станков с ПУ (токарно-фрезерная группа),75000,,RUR,Санкт-Петербург,2022-12-14T13:12:28+0300
Токарь,100000,,RUR,Нижний Новгород,2022-12-14T14:15:39+0300
Сварщик ВОЛС (Спайщик ВОЛС),45000,,RUR,Воронеж,2022-12-14T17:00:03+0300
Старший/ Ведущий разработчик PowerBuilder,,,,Санкт-Петербург,2022-12-14T21:44:31+0300
"Программист 1C: Склад, логистика, документооборот, производство",118000,,RUR,Самара,2022-12-14T12:55:50+0300
Инженер Linux (ALD),,,,Москва,2022-12-14T16:38:58+0300
Инженер по ремонту и обслуживанию игорного оборудования (слот инженер),45000,55000,RUR,Калининград,2022-12-14T12:01:01+0300
Главный сетевой инженер/администратор,,,,Москва,2022-12-14T12:02:42+0300
Технический лидер,,,,Москва,2022-12-14T18:18:30+0300
Devops инженер Middle,,,,Москва,2022-12-14T14:32:55+0300
Токарь (Казань),93000,115000,RUR,Арзамас,2022-12-14T13:54:02+0300
Middle Java developer (SoftWLC),,,,Новосибирск,2022-12-14T14:50:43+0300
"Аналитик 1С (ERP, ERP:УХ, 1С ЗУП)",,,,Москва,2022-12-14T12:53:10+0300
Токарь (Казань),93000,115000,RUR,Мелеуз,2022-12-14T13:54:02+0300
Ведущий инженер-программист,,,,Москва,2022-12-14T14:29:19+0300
Инженер по инсталляциям (Северная площадка),,,,Москва,2022-12-14T14:30:32+0300
Токарь-фрезеровщик,60000,70000,RUR,Елабуга,2022-12-14T13:35:24+0300
Токарь (Казань),93000,115000,RUR,Саранск,2022-12-14T13:54:02+0300
Системный аналитик (ALD Pro),,,,Москва,2022-12-14T16:38:58+0300
Токарь (Казань),93000,115000,RUR,Октябрьский (Республика Башкортостан),2022-12-14T13:54:02+0300
Инженер инновационного отдела / Руководитель (системы видеонаблюдения),50000,,RUR,Новосибирск,2022-12-14T12:28:01+0300
Токарь (Казань),93000,115000,RUR,Альметьевск,2022-12-14T13:54:02+0300
Токарь (Казань),93000,115000,RUR,Нефтекамск,2022-12-14T13:54:02+0300
Фрезеровщик,50000,70000,RUR,Воронеж,2022-12-14T14:58:16+0300
Программист PLС,,,,Челябинск,2022-12-14T16:29:00+0300
Наладчик технологического оборудования,45000,,RUR,Липецк,2022-12-14T18:37:05+0300
Технический писатель (резервное копирование),,,,Москва,2022-12-14T16:38:59+0300
Токарь (ИЖ),90000,,RUR,Ижевск,2022-12-14T15:24:47+0300
Консультант-аналитик 1С:ERP,65000,,RUR,Ставрополь,2022-12-14T16:21:18+0300
Главный специалист / Автоматизация бизнес-процессов / Развитие земельного бизнеса,,,,Москва,2022-12-14T19:14:35+0300
Токарь (Казань),95000,,RUR,Сибай,2022-12-14T12:05:47+0300
Программист PLС,,,,Сызрань,2022-12-14T16:28:46+0300
Ведущий менеджер по работе с клиентами / КАМ (IT),70000,200000,RUR,Санкт-Петербург,2022-12-14T12:29:45+0300
Программист SharePoint 2010,,,,Москва,2022-12-14T15:52:41+0300
Системный администратор,,,,Санкт-Петербург,2022-12-14T14:59:10+0300
Токарь (Казань),95000,,RUR,Саранск,2022-12-14T12:05:47+0300
